Target Type;Major Category;Minor Category;Anatomic Group;TG263-Primary Name;Description
Anatomic;Artery;Aorta;Thorax;A_Aorta;Aorta
Anatomic;Artery;Aorta;Thorax;A_Aorta_Asc;Ascending Aorta
Anatomic;Artery;Brachiocephalic;Thorax;A_Brachiocephls;Brachiocephalic Artery
Anatomic;Artery;Carotid;Head and Neck;A_Carotid;Common Carotid Artery
Anatomic;Artery;Carotid;Head and Neck;A_Carotid_L;Carotid Artery
Anatomic;Artery;Carotid;Head and Neck;A_Carotid_R;Carotid Artery
Anatomic;Artery;Celiac;Abdomen;A_Celiac;Celiac Artery
Anatomic;Artery;Coronary;Head and Neck;A_Coronary;Coronary Artery
Anatomic;Artery;Coronary;Thorax;A_Coronary_L;Coronary Artery Left
Anatomic;Artery;Coronary;Thorax;A_Coronary_R;Coronary Artery Right
Anatomic;Artery;Femoral;Limb;A_Femoral_Cflx_L;Circumflex Left Femoral Artery
Anatomic;Artery;Femoral;Limb;A_Femoral_Cflx_R;Circumflex Right Femoral Artery
Anatomic;Artery;Femoral;Limb;A_Femoral_L;Femoral Artery Left
Anatomic;Artery;Femoral;Limb;A_Femoral_R;Femoral Artery Right
Anatomic;Artery;Humeral;Limb;A_Humeral_Cflx_L;Circumflex Humeral Artery Left
Anatomic;Artery;Humeral;Limb;A_Humeral_Cflx_R;Circumflex Humeral Artery Right
Anatomic;Artery;Humeral;Limb;A_Humeral_L;Humeral Artery Left
Anatomic;Artery;Humeral;Limb;A_Humeral_R;Humeral Artery Right
Anatomic;Artery;Hypophyseal;Head and Neck;A_Hypophyseal_I;Hypophyseal Artery Inferior
Anatomic;Artery;Hypophyseal;Head and Neck;A_Hypophyseal_S;Hypophyseal Artery Superior
Anatomic;Artery;Iliac;Pelvis;A_Iliac_Cflx_L;Circumflex Left Iliac Artery
Anatomic;Artery;Iliac;Pelvis;A_Iliac_Cflx_R;Circumflex Right Iliac Artery
Anatomic;Artery;Iliac;Pelvis;A_Iliac_Ext_L;External iliac artery Left
Anatomic;Artery;Iliac;Pelvis;A_Iliac_Ext_R;External iliac artery Right
Anatomic;Artery;Iliac;Pelvis;A_Iliac_Int_L;Internal iliac artery Left
Anatomic;Artery;Iliac;Pelvis;A_Iliac_Int_R;Internal iliac artery Right
Anatomic;Artery;Iliac;Pelvis;A_Iliac_L;Common iliac artery Left
Anatomic;Artery;Iliac;Pelvis;A_Iliac_R;Common iliac artery Right
Anatomic;Artery;LAD;Thorax;A_LAD;Anterior interventricular branch of LCA
(left anterior descending artery);;;;;
Anatomic;Artery;Mesenteric;Abdomen;A_Mesenteric_I;Inferior mesenteric artery
Anatomic;Artery;Mesenteric;Abdomen;A_Mesenteric_S;Superior mesenteric artery
Anatomic;Artery;Pulmonary;Thorax;A_Pulmonary;Pulmonary Artery
Anatomic;Artery;Subclavian;Thorax;A_Subclavian;Subclavian Artery
Anatomic;Artery;Subclavian;Thorax;A_Subclavian_L;Subclavian Artery Left
Anatomic;Artery;Subclavian;Thorax;A_Subclavian_R;Subclavian Artery Right
Anatomic;Artery;Vertebral;Thorax;A_Vertebral;Vertebral arteries
Anatomic;Artery;Vertebral;Thorax;A_Vertebral_L;Vertebral arteries left
Anatomic;Artery;Vertebral;Thorax;A_Vertebral_R;Vertebral arteries right
Anatomic;Bone;Pelvic;Pelvis;Acetabulum_L;Acetabulum
Anatomic;Bone;Pelvic;Pelvis;Acetabulum_R;Acetabulum
Anatomic;Bone;Pelvic;Pelvis;Acetabulums;Acetabulum
Anatomic;Lung;;Thorax;AirWay_Dist;Distal Airway
Anatomic;Lung;;Thorax;AirWay_Prox;Proximal Airway
Anatomic;Bowel;Anus;Pelvis;Anus;Anus
Anatomic;Bowel;Appendix;Abdomen;Appendix;Appendix
Anatomic;Cartilage;Arytenoid;Head and Neck;Arytenoid;Arytenoid cartilage
Anatomic;Cartilage;Arytenoid;Head and Neck;Arytenoid_L;Arytenoid cartilage Left
Anatomic;Cartilage;Arytenoid;Head and Neck;Arytenoid_R;Arytenoid cartilage Right
Anatomic;Heart;Atrium;Thorax;Atrium;Atrium of the heart
Anatomic;Heart;Atrium;Thorax;Atrium_L;Atrium of the heart Left
Anatomic;Heart;Atrium;Thorax;Atrium_R;Atrium of the heart Right
Non_Anatomic;Bowel;;Abdomen;Bag_Bowel;Bowel Bag
Non_Anatomic;Devices;;Body;Bag_Ostomy;Ostomy Bag
Anatomic;Bowel;Bile;Abdomen;BileDuct_Common;Common bile duct
Anatomic;Bladder;;Pelvis;Bladder;Urinary Bladder
Anatomic;Bladder;;Pelvis;Bladder_Wall;Bladder Wall
Derived;Bladder;;Pelvis;Bladder-CTV;Bladder minus CTV
Anatomic;Body;;Body;Body;Only the body
Derived;Body;;Body;Body-PTV;Body minus PTV
Non_Anatomic;Bolus;;Body;Bolus;Bolus
Non_Anatomic;Bolus;;Body;Bolus_xxmm;Bolus that is xx millimeters thick e.g. Bolus_03mm, Bolus_10mm
Anatomic;Bone;;Body;Bone;Bone
Anatomic;Bone;Ethmoid;Head and Neck;Bone_Ethmoid;Ethmoid Bone
Anatomic;Bone;Frontal;Head and Neck;Bone_Frontal;Frontal Bone
Anatomic;Bone;Hyoid;Head and Neck;Bone_Hyoid;Hyoid Bone
Anatomic;Bone;Ilium;Pelvis;Bone_Ilium;Ilium
Anatomic;Bone;Ilium;Pelvis;Bone_Ilium_L;Ilium Left
Anatomic;Bone;Ilium;Pelvis;Bone_Ilium_R;Ilium Right
Anatomic;Ear;Incus;Head and Neck;Bone_Incus;Incus
Anatomic;Ear;Incus;Head and Neck;Bone_Incus_L;Incus Left
Anatomic;Ear;Incus;Head and Neck;Bone_Incus_R;Incus Right
Anatomic;Bone;Ischium;Pelvis;Bone_Ischium_L;Ischium Left
Anatomic;Bone;Ischium;Pelvis;Bone_Ischium_R;Ischium Right
Anatomic;Bone;Lacrimal;Head and Neck;Bone_Lacrimal;Lacrimal Bone
Anatomic;Bone;Lacrimal;Head and Neck;Bone_Lacrimal_L;Lacrimal Bone Left
Anatomic;Bone;Lacrimal;Head and Neck;Bone_Lacrimal_R;Lacrimal Bone Right
Anatomic;Bone;Mandible;Head and Neck;Bone_Mandible;Mandible
Anatomic;Bone;Mastoid;Head and Neck;Bone_Mastoid;Both Mastoids
Anatomic;Bone;Mastoid;Head and Neck;Bone_Mastoid_L;Left Mastoid Bone
Anatomic;Bone;Mastoid;Head and Neck;Bone_Mastoid_R;Right Mastoid Bone
Anatomic;Bone;Nasal;Head and Neck;Bone_Nasal;Nasal Bone
Anatomic;Bone;Nasal;Head and Neck;Bone_Nasal_L;Nasal Bone Left
Anatomic;Bone;Nasal;Head and Neck;Bone_Nasal_R;Nasal Bone Right
Anatomic;Bone;Occipital;Head and Neck;Bone_Occipital;Occipital Bone
Anatomic;Bone;Palatine;Head and Neck;Bone_Palatine;Palatine  bone
Anatomic;Bone;Palatine;Head and Neck;Bone_Palatine_L;Palatine bone Left
Anatomic;Bone;Palatine;Head and Neck;Bone_Palatine_R;Palatine bone Right
Anatomic;Bone;Parietal;Head and Neck;Bone_Parietal;Parietal bone
Anatomic;Bone;Parietal;Head and Neck;Bone_Parietal_L;Parietal bone Left
Anatomic;Bone;Parietal;Head and Neck;Bone_Parietal_R;Parietal bone Right
Anatomic;Bone;Pelvic;Pelvis;Bone_Pelvic;Pelvic Bones (Bony Pelvis)
Anatomic;Bone;Pelvic;Pelvis;Bone_Pelvic_L;Bony Pelvis Left
Anatomic;Bone;Pelvic;Pelvis;Bone_Pelvic_R;Bony Pelvis Right
Anatomic;Bone;Sphenoid;Head and Neck;Bone_Sphenoid;Sphenoid Bone
Anatomic;Bone;Temporal;Head and Neck;Bone_Temporal;Temporal Bone
Anatomic;Bone;Temporal;Head and Neck;Bone_Temporal_L;Temporal Bone Left
Anatomic;Brain;Temporal;Head and Neck;Bone_Temporal_R;Temporal Bone Right
Anatomic;Bone;Zygomatic;Head and Neck;Bone_Zygomatic_L;Zygomatic Bone Left
Anatomic;Bone;Zygomatic;Head and Neck;Bone_Zygomatic_R;Zygomatic Bone Right
Anatomic;Bone;Zygomatic;Head and Neck;Bone_Zygomatics;Zygomatic Bone
Anatomic;Bone;Marrow;Body;BoneMarrow;Bone Marrow
Anatomic;Bone;Marrow;Body;BoneMarrow_Act;Active Bone Marrow
Non-Anatomic;Body;;Body;Boost;Boost Volume
Anatomic;Bowel;;Abdomen;Bowel;Bowel
Anatomic;Bowel;Large;Pelvis;Bowel_Large;Large Bowel
Anatomic;Bowel;;Abdomen;Bowel_Small;Small Bowel (small intestine)
Anatomic;Nerve;Brachial;Thorax;BrachialPlex_L;Brachial plexus Left
Anatomic;Nerve;Brachial;Thorax;BrachialPlex_R;Brachial plexus Right
Anatomic;Nerve;Brachial;Thorax;BrachialPlexs;Brachial plexus
Anatomic;Brain;Brain;Head and Neck;Brain;Brain
Derived;Brain;Brain;Head and Neck;Brain-CTV;Brain minus the CTV
Derived;Brain;Brain;Head and Neck;Brain-GTV;Brain minus the GTV
Derived;Brain;Brain;Head and Neck;Brain-PTV;Brain minus the PTV
Anatomic;Nerve;Brainstem;Head and Neck;Brainstem;Brain Stem
Anatomic;Nerve;Brainstem;Head and Neck;Brainstem_Core;Core of the brainstem
PRV;Nerve;PRV;Head and Neck;Brainstem_PRV;PRV for the Brainstem
PRV;Nerve;PRV;Head and Neck;Brainstem_PRVxx;PRV margin on the brain stem that is an xx millimeter expansion
Anatomic;Nerve;Brainstem;Head and Neck;Brainstem_Surf;Surface of the brainstem
Anatomic;Breast;;Thorax;Breast_L;Breast Left
Anatomic;Breast;;Thorax;Breast_R;Breast Right
Anatomic;Breast;;Thorax;Breasts;Both breasts
Anatomic;Lung;Bronchus;Thorax;Bronchus;Bronchial tree
Anatomic;Lung;Bronchus;Thorax;Bronchus_L;Bronchial tree Left
Anatomic;Lung;Bronchus;Thorax;Bronchus_Main;Main Bronchus
Anatomic;Lung;Bronchus;Thorax;Bronchus_Main_L;Main Bronchus Left
Anatomic;Lung;Bronchus;Thorax;Bronchus_Main_R;Main Bronchus Right
Anatomic;Lung;Bronchus;Thorax;Bronchus_PRVxx;A PRV expansion on the Bronchus that  is xx millimeters thick
Anatomic;Lung;Bronchus;Thorax;Bronchus_R;Bronchial tree Right
Anatomic;Bowel;Anus;Pelvis;Canal_Anal;Anal Canal
Anatomic;Carina;;Thorax;Carina;Carina
Anatomic;Cartilage;Thyroid;Thorax;Cartlg_Thyroid;Thyroid cartilage
Anatomic;Nerve;CaudaEquina;Pelvis;CaudaEquina;Cauda equina
Anatomic;Reproductive;;Pelvis;Cavernosum;Penis Corpus Cavernosum
Anatomic;Nose;Nasal;Head and Neck;Cavity_Nasal;Nasal Cavity
Anatomic;Mouth;Oral Cavity;Head and Neck;Cavity_Oral;Oral cavity
Anatomic;Bowel;;Abdomen;Cecum;Large bowel - Cecum
Anatomic;Brain;Cerebellum;Head and Neck;Cerebellum;Cerebellum
Anatomic;Brain;Cerebrum;Head and Neck;Cerebrum;Cerebrum
Anatomic;Brain;Cerebrum;Head and Neck;Cerebrum_L;Cerebrum_L
Anatomic;Brain;Cerebrum;Head and Neck;Cerebrum_R;Cerebrum_R
Anatomic;Cervix;;Pelvis;Cervix;Cervix of uterus
Anatomic;Chest wall;;Thorax;Chestwall;Chest wall
Anatomic;Chest wall;;Thorax;Chestwall_L;Left Chest Wall
Anatomic;Chest wall;;Thorax;Chestwall_R;Right Chest Wall
Anatomic;Brain;;Head and Neck;Cist_Pontine;Pontine Cistern
Anatomic;Brain;;Head and Neck;Cist_Suprasellar;Cist_Suprasellar
Anatomic;Bone;Clavicle;Thorax;Clavicle_L;Clavicle Left
Anatomic;Bone;Clavicle;Thorax;Clavicle_R;Clavicle Right
Anatomic;Nerve;Cranial;Head and Neck;CN_III;Third Cranial Nerve (Oculomotor nerve)
Anatomic;Nerve;Cranial;Head and Neck;CN_III_L;Third Cranial Nerve (Oculomotor nerve) Left
Anatomic;Nerve;Cranial;Head and Neck;CN_III_R;Third Cranial Nerve (Oculomotor nerve) Right
Anatomic;Nerve;Cranial;Head and Neck;CN_IX;Ninth Cranial Nerve (Glossopharyngeal nerve)
Anatomic;Nerve;Cranial;Head and Neck;CN_IX_L;Ninth Cranial Nerve (Glossopharyngeal nerve) Left
Anatomic;Nerve;Cranial;Head and Neck;CN_IX_R;Ninth Cranial Nerve (Glossopharyngeal nerve) Right
Anatomic;Nerve;Cranial;Head and Neck;CN_V;Fifth Cranial Nerve (Trigeminal nerve)
Anatomic;Nerve;Cranial;Head and Neck;CN_V_L;Fifth Cranial Nerve (Trigeminal nerve) Left
Anatomic;Nerve;Cranial;Head and Neck;CN_V_R;Fifth Cranial Nerve (Trigeminal nerve) Right
Anatomic;Nerve;Cranial;Head and Neck;CN_VI;Sixth Cranial Nerve (Abducens nerve)
Anatomic;Nerve;Cranial;Head and Neck;CN_VI_L;Sixth Cranial Nerve (Abducens nerve) Left
Anatomic;Nerve;Cranial;Head and Neck;CN_VI_R;Sixth Cranial Nerve (Abducens nerve) Right
Anatomic;Nerve;Cranial;Head and Neck;CN_VII;Seventh Cranial Nerve (Facial)
Anatomic;Nerve;Cranial;Head and Neck;CN_VII_L;Seventh Cranial Nerve (Facial) Left
Anatomic;Nerve;Cranial;Head and Neck;CN_VII_R;Seventh Cranial Nerve (Facial) Right
Anatomic;Nerve;Cranial;Head and Neck;CN_VIII;Eighth Cranial (Vestibulocochlear) Nerve
Anatomic;Nerve;Cranial;Head and Neck;CN_VIII_L;Eighth Cranial (Vestibulocochlear)  Nerve Left
Anatomic;Nerve;Cranial;Head and Neck;CN_VIII_R;Eighth Cranial (Vestibulocochlear)  Nerve Right
Anatomic;Nerve;Cranial;Head and Neck;CN_XI;Eleventh Cranial Nerve (Spinal accessory nerve)
Anatomic;Nerve;Cranial;Head and Neck;CN_XI_L;Eleventh Cranial Nerve (Spinal accessory nerve) Left
Anatomic;Nerve;Cranial;Head and Neck;CN_XI_R;Eleventh Cranial Nerve (Spinal accessory nerve) Right
Anatomic;Nerve;Cranial;Head and Neck;CN_XII;Twelfth Cranial Nerve (Hypoglossal nerve)
Anatomic;Nerve;Cranial;Head and Neck;CN_XII_L;Twelfth Cranial Nerve (Hypoglossal nerve) Left
Anatomic;Nerve;Cranial;Head and Neck;CN_XII_R;Twelfth Cranial Nerve (Hypoglossal nerve) Right
Anatomic;Ear;Cochlea;Head and Neck;Cochlea;Cochlea
Anatomic;Ear;Cochlea;Head and Neck;Cochlea_L;Left Cochlea
Anatomic;Ear;Cochlea;Head and Neck;Cochlea_R;Right Cochlea
Anatomic;Bowel;Colon;Abdomen;Colon;Colon
Anatomic;Bowel;Colon;Abdomen;Colon_Ascending;Large bowel - Ascending colon
Anatomic;Bowel;Colon;Abdomen;Colon_Decending;Large bowel - Descending colon
Anatomic;Bowel;;Abdomen;Colon_PTVxx;PRV created with xx mm expansion on the left optic nerve
Anatomic;Bowel;Colon;Abdomen;Colon_Sigmoid;Large bowel - Sigmoid colon
Anatomic;Bowel;Colon;Abdomen;Colon_Transverse;Large bowel -Transverse colon
Anatomic;Eye;Cornea;Head and Neck;Cornea;Cornea
Anatomic;Eye;Cornea;Head and Neck;Cornea_L;Cornea Left
Anatomic;Eye;Cornea;Head and Neck;Cornea_R;Cornea Right
Anatomic;Bone;Skull;Head and Neck;CribriformPlate;Cribriform Plate
Anatomic;Cartilage;Cricoid;Head and Neck;Cricoid;Cricoid cartilage
Anatomic;Pharynx;Constrictors;Head and Neck;Cricopharyngeus;Cricopharyngeal part of inferior pharyngeal constrictor
Target;CTV;;Body;CTV;Clinical Tumor Volume
Anatomic;Bone;Spine;Head and Neck;Dens;Cervical vertebrae - Bony part of dens of axis
Anatomic;Diaphragm;;Thorax;Diaphragm;Diaphragm
Anatomic;Gut;;Abdomen;Duodenum;Small bowel - Duodenum
Anatomic;Ear;External;Head and Neck;Ear_External_L;External Ear Left
Anatomic;Ear;External;Head and Neck;Ear_External_R;External Ear Right
Anatomic;Ear;External;Head and Neck;Ear_Externals;External Ear
Anatomic;Ear;Internal;Head and Neck;Ear_Internal_L;Internal Ear Left
Anatomic;Ear;Internal;Head and Neck;Ear_Internal_R;Internal Ear Right
Anatomic;Ear;Internal;Head and Neck;Ear_Internals;Internal Ear
Anatomic;Ear;Middle;Head and Neck;Ear_Middle;Middle Ear
Anatomic;Ear;Middle;Head and Neck;Ear_Middle_L;Middle Ear Left
Anatomic;Ear;Middle;Head and Neck;Ear_Middle_R;Middle Ear Right
Anatomic;Skin;;Body;Edema;Edema
Anatomic;Joint;;Limbs;Elbow;Elbow
Anatomic;Joint;;Limbs;Elbow_L;Elbow Left
Anatomic;Joint;;Limbs;Elbow_R;Elbow Right
Non-Anatomic;Body;;Body;E-PTV_Ev05_xxxx;All tissue excluding the 5 mm expanded PTV. Generated by subtracting the 5 mm expanded PTV receiving a dose of xxxx cGy from the external contour.
Non-Anatomic;Derived;;Body;E-PTV_xxxx;All tissue excluding the PTV. Generated by subtracting the PTV receiving a dose of xxxx cGy from the external contour.
Anatomic;Esophagus;;Thorax;Esophagus;Esophagus
Anatomic;Esophagus;;Thorax;Esophagus_I;Lower Esophagus (abdominal)
Anatomic;Esophagus;;Thorax;Esophagus_M;Middle Esophagus (thoracic)
Anatomic;Esophagus;;Thorax;Esophagus_NAdj;Non Adjacent Esophagus
Anatomic;Esophagus;;Thorax;Esophagus_S;Upper Esophagus (cervical)
Non-Anatomic;Body;;Body;Eval;Evaluation Structure
Anatomic;Body;;Body;External;Contour encompassing body plus other external items
Anatomic;Eye;Eyeball;Head and Neck;Eye_L;Eyeball Left
Anatomic;Eye;Eyeball;Head and Neck;Eye_R;Eyeball Right
Anatomic;Eye;;Head and Neck;Eyes;Set of eyes
Anatomic;Bone;Femur;Pelvis;Femur_Base_L;Femur Base Left
Anatomic;Bone;Femur;Pelvis;Femur_Base_R;Femur Base Right
Anatomic;Bone;Femur;Pelvis;Femur_Head_L;Femur Head & Neck Left
Anatomic;Bone;Femur;Pelvis;Femur_Head_R;Femur Head & Neck Right
Anatomic;Joint;Femur;Pelvis;Femur_Joint_L;Femoral Joint Left
Anatomic;Joint;Femur;Pelvis;Femur_Joint_R;Femoral Joint Right
Anatomic;Bone;Femur;Limb;Femur_L;Femur  Whole Left
Anatomic;Bone;Femur;Pelvis;Femur_Neck_L;Femur Neck Right
Anatomic;Bone;Femur;Pelvis;Femur_Neck_R;Femur Neck Left
Anatomic;Bone;Femur;Limb;Femur_R;Femur Whole Right
Anatomic;Bone;Femur;Pelvis;Femur_Shaft_L;Femur Shaft Left
Anatomic;Bone;Femur;Pelvis;Femur_Shaft_R;Femur Shaft Right
Anatomic;Bone;Femur;Limb;Femurs;Both Femurs
Anatomic;Bone;Fibula;Limbs;Fibula;Fibula
Anatomic;Bone;Fibula;Limbs;Fibula_L;Fibula Left
Anatomic;Bone;Fibula;Limbs;Fibula_R;Fibula Right
Non-Anatomic;Bladder;;Pelvis;Foley;Foley Catheter
Anatomic;Bone;Fossa;Head and Neck;Fossa_Jugular;Jugular Fossa
Anatomic;Bone;Fossa;Head and Neck;Fossa_Posterior;Posterior Fossa
Anatomic;Gallbladder;;Pelvis;Gallbladder;Gall bladder
Anatomic;Reproductive;;Pelvis;Genitals;Genitals
Anatomic;Gland;Adrenal;Thorax;Glnd_Adrenal_L;Adrenal glands left
Anatomic;Gland;Adrenal;Thorax;Glnd_Adrenal_R;Adrenal glands right
Anatomic;Gland;Lacrimal;Head and Neck;Glnd_Lacrimal;Lacrimal Gland
